2519	1269
2616	1276
2736	1283
2829	1269
2956	1259
3056	1249
3162	1233
3242	1223
3322	1206
3426	1186
3516	1166
3596	1203
3656	1229
3722	1246
3779	1259
3779	1346
3789	1443
3792	1476
3746	1519
3699	1579
3622	1663
3566	1739
3509	1833
3456	1929
3426	2012
3386	2106
3359	2196
3342	2282
3316	2362
3292	2446
3259	2526
3232	2596
3209	2666
3192	2732
3126	2732
3039	2732
2953	2736
2893	2752
2843	2769
2816	2709
2786	2639
2769	2582
2756	2509
2739	2439
2729	2349
2726	2252
2716	2136
2703	2059
2696	1993
2689	1916
2673	1863
2646	1783
2626	1743
2593	1683
2553	1619
2519	1573
2476	1509
2429	1466
2386	1429
2393	1396
2423	1363
2453	1333
2519	1269
